Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Albania,237,1,,0.35,1,0.35
Albania,335,3,,1.06,4,1.41
Albania,349,3,,1.06,7,2.47
Albania,363,7,,2.46,14,4.93
Albania,377,12,,4.22,26,9.15
Albania,405,2,,0.7,28,9.85
Albania,419,4,,1.41,32,11.26
Albania,433,1,,0.35,33,11.61
Albania,517,2,,0.7,35,12.31
Albania,545,10,,3.52,45,15.83
Albania,559,1,,0.35,46,16.18
Albania,587,2,,0.7,48,16.88
Albania,601,2,,0.7,50,17.58
Albania,615,2,,0.7,52,18.28
Albania,629,2,,0.7,54,18.98
Albania,643,2,,0.7,56,19.68
Albania,657,4,,1.41,60,21.09
Albania,671,13,,4.57,73,25.66
Albania,685,228,Delta,80.22,301,105.88
Albania,699,318,Delta,111.88,619,217.76
Albania,713,1,,0.35,620,218.11
Albania,727,4,,1.41,624,219.52
Albania,741,192,Omicron (BA.1),67.55,816,287.07
Albania,755,252,Omicron (BA.1),88.66,1068,375.73
Albania,769,105,Omicron (BA.1),36.94,1173,412.67
Albania,783,2,,0.7,1175,413.37
Albania,811,3,,1.06,1178,414.43
Albania,881,22,,7.74,1200,422.17
Albania,895,99,Omicron (BA.5),34.83,1299,457.0
Albania,909,106,Omicron (BA.5),37.29,1405,494.29
Albania,1133,4,,1.41,1409,495.7
Albania,1147,27,,9.5,1436,505.2
Albania,1161,33,Omicron (XBB.1.5),11.61,1469,516.81
Albania,1175,31,Omicron (XBB.1.5),10.91,1500,527.72
Albania,1189,29,,10.2,1529,537.92
Albania,1203,27,,9.5,1556,547.42
Albania,1217,13,,4.57,1569,551.99
Albania,1231,11,,3.87,1580,555.86
Albania,1245,13,,4.57,1593,560.43
Albania,1259,5,,1.76,1598,562.19
Albania,1273,7,,2.46,1605,564.65
Albania,1287,6,,2.11,1611,566.76
Albania,1301,15,,5.28,1626,572.04
Albania,1315,16,,5.63,1642,577.67
Algeria,111,8,,0.18,8,0.18
Algeria,125,6,,0.13,14,0.31
Algeria,139,1,,0.02,15,0.33
Algeria,153,11,,0.24,26,0.57
Algeria,167,9,,0.2,35,0.77
Algeria,181,3,,0.07,38,0.84
Algeria,209,1,,0.02,39,0.86
Algeria,251,4,,0.09,43,0.95
Algeria,265,4,,0.09,47,1.04
Algeria,279,2,,0.04,49,1.08
Algeria,307,1,,0.02,50,1.1
Algeria,321,9,,0.2,59,1.3
Algeria,335,4,,0.09,63,1.39
Algeria,349,5,,0.11,68,1.5
Algeria,363,1,,0.02,69,1.52
Algeria,377,2,,0.04,71,1.56
Algeria,391,1,,0.02,72,1.58
Algeria,405,2,,0.04,74,1.62
Algeria,419,3,,0.07,77,1.69
Algeria,433,1,,0.02,78,1.71
Algeria,447,1,,0.02,79,1.73
Algeria,461,3,,0.07,82,1.8
Algeria,475,10,,0.22,92,2.02
Algeria,489,7,,0.16,99,2.18
Algeria,503,13,,0.29,112,2.47
Algeria,517,6,,0.13,118,2.6
Algeria,531,9,,0.2,127,2.8
Algeria,545,9,,0.2,136,3.0
Algeria,559,7,,0.16,143,3.16
Algeria,573,1,,0.02,144,3.18
Algeria,587,1,,0.02,145,3.2
Algeria,601,8,,0.18,153,3.38
Algeria,615,4,,0.09,157,3.47
Algeria,657,2,,0.04,159,3.51
Algeria,671,5,,0.11,164,3.62
Algeria,685,1,,0.02,165,3.64
Algeria,699,8,,0.18,173,3.82
Algeria,713,18,,0.4,191,4.22
Algeria,727,15,,0.33,206,4.55
Algeria,741,13,,0.29,219,4.84
Algeria,755,26,,0.58,245,5.42
Algeria,769,26,,0.58,271,6.0
Algeria,783,13,,0.29,284,6.29
Algeria,797,8,,0.18,292,6.47
Algeria,825,5,,0.11,297,6.58
Algeria,853,4,,0.09,301,6.67
Algeria,867,3,,0.07,304,6.74
Algeria,881,7,,0.16,311,6.9
Algeria,895,15,,0.33,326,7.23
Algeria,909,53,Omicron (BA.5),1.18,379,8.41
Algeria,923,123,Omicron (BA.5),2.74,502,11.15
Algeria,937,72,Omicron (BA.5),1.6,574,12.75
Algeria,951,39,Omicron (BA.5),0.87,613,13.62
Algeria,965,16,,0.36,629,13.98
Algeria,979,4,,0.09,633,14.07
Algeria,993,6,,0.13,639,14.2
Algeria,1007,5,,0.11,644,14.31
Algeria,1021,2,,0.04,646,14.35
Algeria,1035,8,,0.18,654,14.53
Algeria,1049,7,,0.16,661,14.69
Algeria,1063,15,,0.33,676,15.02
Algeria,1077,12,,0.27,688,15.29
Algeria,1091,10,,0.22,698,15.51
Algeria,1105,7,,0.16,705,15.67
Algeria,1119,5,,0.11,710,15.78
Algeria,1133,4,,0.09,714,15.87
Algeria,1147,8,,0.18,722,16.05
Algeria,1161,7,,0.16,729,16.21
Algeria,1175,9,,0.2,738,16.41
Algeria,1189,10,,0.22,748,16.63
Algeria,1203,22,,0.49,770,17.12
Algeria,1217,2,,0.04,772,17.16
Algeria,1231,1,,0.02,773,17.18
Andorra,517,2,,25.05,2,25.05
Andorra,531,5,,62.62,7,87.67
Andorra,545,13,,162.82,20,250.49
Andorra,559,1,,12.52,21,263.01
Andorra,573,2,,25.05,23,288.06
Andorra,587,1,,12.52,24,300.58
Andorra,601,2,,25.05,26,325.63
Andorra,615,1,,12.52,27,338.15
Andorra,629,4,,50.1,31,388.25
Andorra,643,2,,25.05,33,413.3
Andorra,685,4,,50.1,37,463.4
Andorra,699,12,,150.29,49,613.69
Andorra,713,21,,263.02,70,876.71
Andorra,727,17,,212.92,87,1089.63
Andorra,741,15,,187.87,102,1277.5
Andorra,755,9,,112.72,111,1390.22
Andorra,769,9,,112.72,120,1502.94
Andorra,783,4,,50.1,124,1553.04
Andorra,797,7,,87.67,131,1640.71
Andorra,811,4,,50.1,135,1690.81
Andorra,825,2,,25.05,137,1715.86
Andorra,839,6,,75.15,143,1791.01
Andorra,853,10,,125.25,153,1916.26
Andorra,867,8,,100.2,161,2016.46
Andorra,881,6,,75.15,167,2091.61
Andorra,895,21,,263.02,188,2354.63
Andorra,909,12,,150.29,200,2504.92
Andorra,923,9,,112.72,209,2617.64
Andorra,937,9,,112.72,218,2730.36
Andorra,951,3,,37.57,221,2767.93
Andorra,965,6,,75.15,227,2843.08
Andorra,979,3,,37.57,230,2880.65
Andorra,993,5,,62.62,235,2943.27
Andorra,1007,11,,137.77,246,3081.04
Andorra,1021,5,,62.62,251,3143.66
Andorra,1035,10,,125.25,261,3268.91
Andorra,1049,1,,12.52,262,3281.43
Andorra,1063,2,,25.05,264,3306.48
Andorra,1077,5,,62.62,269,3369.1
Angola,167,3,,0.08,3,0.08
Angola,251,5,,0.14,8,0.22
Angola,265,5,,0.14,13,0.36
Angola,279,4,,0.11,17,0.47
Angola,321,5,,0.14,22,0.61
Angola,335,53,Beta,1.49,75,2.1
Angola,349,3,,0.08,78,2.18
Angola,363,34,Others,0.96,112,3.14
Angola,377,39,Others,1.1,151,4.24
Angola,391,26,,0.73,177,4.97
Angola,405,43,Others,1.21,220,6.18
Angola,419,63,Beta,1.77,283,7.95
Angola,433,69,Beta,1.94,352,9.89
Angola,447,48,Alpha,1.35,400,11.24
Angola,461,48,Beta,1.35,448,12.59
Angola,475,12,,0.34,460,12.93
Angola,489,1,,0.03,461,12.96
Angola,503,16,,0.45,477,13.41
Angola,517,45,Alpha,1.26,522,14.67
Angola,531,32,Beta,0.9,554,15.57
Angola,545,31,Delta,0.87,585,16.44
Angola,559,4,,0.11,589,16.55
Angola,573,2,,0.06,591,16.61
Angola,587,6,,0.17,597,16.78
Angola,601,43,Delta,1.21,640,17.99
Angola,615,95,Delta,2.67,735,20.66
Angola,629,27,,0.76,762,21.42
Angola,643,18,,0.51,780,21.93
Angola,671,1,,0.03,781,21.96
Angola,685,1,,0.03,782,21.99
Angola,713,62,Omicron (BA.1),1.74,844,23.73
Angola,727,26,,0.73,870,24.46
Angola,923,1,,0.03,871,24.49
Angola,937,1,,0.03,872,24.52
Angola,951,10,,0.28,882,24.8
Angola,979,5,,0.14,887,24.94
Angola,993,1,,0.03,888,24.97
Angola,1007,5,,0.14,893,25.11
Angola,1021,1,,0.03,894,25.14
Argentina,111,146,Others,3.21,146,3.21
Argentina,125,165,Others,3.63,311,6.84
Argentina,139,67,Others,1.47,378,8.31
Argentina,153,78,Others,1.71,456,10.02
Argentina,167,60,Others,1.32,516,11.34
Argentina,181,110,Others,2.42,626,13.76
Argentina,195,99,Others,2.18,725,15.94
Argentina,209,110,Others,2.42,835,18.36
Argentina,223,135,Others,2.97,970,21.33
Argentina,237,49,Others,1.08,1019,22.41
Argentina,251,53,Others,1.16,1072,23.57
Argentina,265,38,Others,0.83,1110,24.4
Argentina,279,94,Others,2.07,1204,26.47
Argentina,293,56,Others,1.23,1260,27.7
Argentina,307,59,Others,1.3,1319,29.0
Argentina,321,54,Others,1.19,1373,30.19
Argentina,335,78,Others,1.71,1451,31.9
Argentina,349,57,Others,1.25,1508,33.15
Argentina,363,80,Others,1.76,1588,34.91
Argentina,377,61,Others,1.34,1649,36.25
Argentina,391,72,Others,1.58,1721,37.83
Argentina,405,65,Others,1.43,1786,39.26
Argentina,419,127,Others,2.79,1913,42.05
Argentina,433,229,Others,5.03,2142,47.08
Argentina,447,290,Others,6.37,2432,53.45
Argentina,461,405,Gamma,8.9,2837,62.35
Argentina,475,310,Gamma,6.81,3147,69.16
Argentina,489,343,Gamma,7.54,3490,76.7
Argentina,503,380,Gamma,8.35,3870,85.05
Argentina,517,417,Gamma,9.16,4287,94.21
Argentina,531,370,Gamma,8.13,4657,102.34
Argentina,545,378,Gamma,8.31,5035,110.65
Argentina,559,354,Gamma,7.78,5389,118.43
Argentina,573,490,Gamma,10.77,5879,129.2
Argentina,587,434,Gamma,9.54,6313,138.74
Argentina,601,386,Gamma,8.48,6699,147.22
Argentina,615,280,Delta,6.15,6979,153.37
Argentina,629,253,Delta,5.56,7232,158.93
Argentina,643,536,Delta,11.78,7768,170.71
Argentina,657,712,Delta,15.64,8480,186.35
Argentina,671,708,Delta,15.56,9188,201.91
Argentina,685,805,Delta,17.69,9993,219.6
Argentina,699,802,Delta,17.62,10795,237.22
Argentina,713,1045,Omicron (BA.1),22.96,11840,260.18
Argentina,727,648,Omicron (BA.1),14.24,12488,274.42
Argentina,741,590,Omicron (BA.1),12.96,13078,287.38
Argentina,755,355,Omicron (BA.1),7.8,13433,295.18
Argentina,769,219,Omicron (BA.1),4.81,13652,299.99
Argentina,783,121,Omicron (BA.1),2.66,13773,302.65
Argentina,797,53,Omicron (BA.1),1.16,13826,303.81
Argentina,811,42,Omicron (BA.1),0.92,13868,304.73
Argentina,825,53,Omicron (BA.2),1.16,13921,305.89
Argentina,839,93,Omicron (BA.2),2.04,14014,307.93
Argentina,853,176,Omicron (BA.2),3.87,14190,311.8
Argentina,867,276,Omicron (BA.2),6.06,14466,317.86
Argentina,881,249,Omicron (BA.2),5.47,14715,323.33
Argentina,895,248,Omicron (BA.2),5.45,14963,328.78
Argentina,909,360,Omicron (BA.5),7.91,15323,336.69
Argentina,923,435,Omicron (BA.5),9.56,15758,346.25
Argentina,937,321,Omicron (BA.5),7.05,16079,353.3
Argentina,951,215,Omicron (BA.4),4.72,16294,358.02
Argentina,965,120,Omicron (BA.5),2.64,16414,360.66
Argentina,979,76,Omicron (BA.4),1.67,16490,362.33
Argentina,993,29,,0.64,16519,362.97
Argentina,1007,24,,0.53,16543,363.5
Argentina,1021,18,,0.4,16561,363.9
Argentina,1035,57,Omicron (BQ.1),1.25,16618,365.15
Argentina,1049,213,Omicron (BQ.1),4.68,16831,369.83
Argentina,1063,953,Omicron (BQ.1),20.94,17784,390.77
Argentina,1077,811,Omicron (BQ.1),17.82,18595,408.59
Argentina,1091,478,Omicron (BQ.1),10.5,19073,419.09
Argentina,1105,146,Omicron (BQ.1),3.21,19219,422.3
Argentina,1119,30,Omicron (BQ.1),0.66,19249,422.96
Argentina,1133,15,,0.33,19264,423.29
Argentina,1147,32,Omicron (XBB.1.5),0.7,19296,423.99
Argentina,1161,34,Omicron (XBB.1.5),0.75,19330,424.74
Argentina,1175,23,,0.51,19353,425.25
Argentina,1189,32,Omicron (XBB.1.5),0.7,19385,425.95
Argentina,1203,26,,0.57,19411,426.52
Argentina,1217,41,Omicron (XBB.1.5),0.9,19452,427.42
Argentina,1231,26,,0.57,19478,427.99
Argentina,1245,20,,0.44,19498,428.43
Argentina,1259,40,Omicron (XBB.1.5),0.88,19538,429.31
Argentina,1273,46,Omicron (XBB.1.5),1.01,19584,430.32
Argentina,1287,47,Omicron (XBB.1.5),1.03,19631,431.35
Argentina,1301,79,Omicron (XBB.1.5),1.74,19710,433.09
Argentina,1315,73,Omicron (XBB.1.5),1.6,19783,434.69
Argentina,1329,94,Omicron (XBB.1.5),2.07,19877,436.76
Argentina,1343,44,Omicron (XBB.1.5),0.97,19921,437.73
Argentina,1357,16,,0.35,19937,438.08
Argentina,1371,30,Omicron (XBB.1.5.70),0.66,19967,438.74
Argentina,1385,28,,0.62,19995,439.36
Argentina,1399,30,Omicron (HK.3),0.66,20025,440.02
Argentina,1413,31,Omicron (EG.5.1),0.68,20056,440.7
Argentina,1427,35,Omicron (HK.3),0.77,20091,441.47
Argentina,1441,40,Omicron (BA.2.86),0.88,20131,442.35
Argentina,1455,75,Omicron (BA.2.86),1.65,20206,444.0
Argentina,1469,121,Omicron (BA.2.86),2.66,20327,446.66
Argentina,1483,100,Omicron (BA.2.86),2.2,20427,448.86
Argentina,1497,44,Omicron (BA.2.86),0.97,20471,449.83
Argentina,1511,31,Omicron (BA.2.86),0.68,20502,450.51
Argentina,1525,21,,0.46,20523,450.97
Argentina,1539,8,,0.18,20531,451.15
Argentina,1553,2,,0.04,20533,451.19
Aruba,209,4,,37.57,4,37.57
Aruba,223,1,,9.39,5,46.96
Aruba,363,10,,93.93,15,140.89
Aruba,377,83,Others,779.64,98,920.53
Aruba,391,108,Others,1014.48,206,1935.01
Aruba,405,131,Alpha,1230.52,337,3165.53
Aruba,419,116,Alpha,1089.62,453,4255.15
Aruba,433,61,Alpha,572.99,514,4828.14
Aruba,447,144,Alpha,1352.63,658,6180.77
Aruba,461,152,Alpha,1427.78,810,7608.55
Aruba,475,106,Alpha,995.69,916,8604.24
Aruba,489,72,Alpha,676.32,988,9280.56
Aruba,503,142,Gamma,1333.85,1130,10614.41
Aruba,517,43,Gamma,403.91,1173,11018.32
Aruba,531,9,,84.54,1182,11102.86
Aruba,545,73,Delta,685.71,1255,11788.57
Aruba,559,100,Delta,939.33,1355,12727.9
Aruba,573,606,Delta,5692.33,1961,18420.23
Aruba,587,367,Delta,3447.34,2328,21867.57
Aruba,601,158,Delta,1484.14,2486,23351.71
Aruba,615,158,Delta,1484.14,2644,24835.85
Aruba,629,95,Delta,892.36,2739,25728.21
Aruba,643,33,Delta,309.98,2772,26038.19
Aruba,657,38,Delta,356.94,2810,26395.13
Aruba,671,35,Delta,328.77,2845,26723.9
Aruba,685,117,Delta,1099.01,2962,27822.91
Aruba,699,97,Delta,911.15,3059,28734.06
Aruba,727,28,,263.01,3087,28997.07
Aruba,755,3,,28.18,3090,29025.25
Aruba,769,4,,37.57,3094,29062.82
Aruba,797,10,,93.93,3104,29156.75
Aruba,811,30,Omicron (BA.2),281.8,3134,29438.55
Aruba,825,9,,84.54,3143,29523.09
Aruba,839,19,,178.47,3162,29701.56
Aruba,853,48,Omicron (BA.2),450.88,3210,30152.44
Aruba,867,48,Omicron (BA.2),450.88,3258,30603.32
Aruba,881,18,,169.08,3276,30772.4
Aruba,895,67,Omicron (BA.5),629.35,3343,31401.75
Aruba,909,59,Omicron (BA.5),554.2,3402,31955.95
Aruba,923,57,Omicron (BA.5),535.42,3459,32491.37
Aruba,937,77,Omicron (BA.5),723.28,3536,33214.65
Aruba,951,66,Omicron (BA.5),619.96,3602,33834.61
Aruba,965,24,,225.44,3626,34060.05
Aruba,979,51,Omicron (BA.5),479.06,3677,34539.11
Aruba,993,15,,140.9,3692,34680.01
Aruba,1007,44,Omicron (BA.5),413.3,3736,35093.31
Aruba,1021,46,Omicron (BA.5),432.09,3782,35525.4
Aruba,1035,45,Omicron (BQ.1),422.7,3827,35948.1
Aruba,1049,15,,140.9,3842,36089.0
Aruba,1063,31,Omicron (BQ.1),291.19,3873,36380.19
Aruba,1077,59,Omicron (BQ.1),554.2,3932,36934.39
Aruba,1091,98,Omicron (BQ.1),920.54,4030,37854.93
Aruba,1105,34,Omicron (BQ.1),319.37,4064,38174.3
Aruba,1119,9,,84.54,4073,38258.84
Aruba,1273,6,,56.36,4079,38315.2
Aruba,1287,8,,75.15,4087,38390.35
Aruba,1301,5,,46.97,4092,38437.32
Aruba,1315,11,,103.33,4103,38540.65
Australia,111,113,Others,4.32,113,4.32
Australia,125,80,Others,3.06,193,7.38
Australia,139,87,Others,3.32,280,10.7
Australia,153,159,Others,6.07,439,16.77
Australia,167,807,Others,30.83,1246,47.6
Australia,181,2643,Others,100.96,3889,148.56
Australia,195,3900,Others,148.98,7789,297.54
Australia,209,2390,Others,91.3,10179,388.84
Australia,223,1563,Others,59.71,11742,448.55
Australia,237,642,Others,24.52,12384,473.07
Australia,251,264,Others,10.09,12648,483.16
Australia,265,156,Others,5.96,12804,489.12
Australia,279,104,Others,3.97,12908,493.09
Australia,293,63,Others,2.41,12971,495.5
Australia,307,62,Others,2.37,13033,497.87
Australia,321,46,Others,1.76,13079,499.63
Australia,335,133,Others,5.08,13212,504.71
Australia,349,194,Others,7.41,13406,512.12
Australia,363,110,Others,4.2,13516,516.32
Australia,377,68,Others,2.6,13584,518.92
Australia,391,70,Alpha,2.67,13654,521.59
Australia,405,56,Alpha,2.14,13710,523.73
Australia,419,117,Alpha,4.47,13827,528.2
Australia,433,126,Others,4.81,13953,533.01
Australia,447,101,Alpha,3.86,14054,536.87
Australia,461,222,Delta,8.48,14276,545.35
Australia,475,125,Delta,4.78,14401,550.13
Australia,489,49,Alpha,1.87,14450,552.0
Australia,503,65,Delta,2.48,14515,554.48
Australia,517,101,Delta,3.86,14616,558.34
Australia,531,450,Delta,17.19,15066,575.53
Australia,545,1216,Delta,46.45,16282,621.98
Australia,559,2235,Delta,85.38,18517,707.36
Australia,573,2788,Delta,106.5,21305,813.86
Australia,587,3075,Delta,117.47,24380,931.33
Australia,601,4606,Delta,175.95,28986,1107.28
Australia,615,2012,Delta,76.86,30998,1184.14
Australia,629,2503,Delta,95.62,33501,1279.76
Australia,643,2264,Delta,86.49,35765,1366.25
Australia,657,1691,Delta,64.6,37456,1430.85
Australia,671,1968,Delta,75.18,39424,1506.03
Australia,685,2523,Delta,96.38,41947,1602.41
Australia,699,4197,Delta,160.33,46144,1762.74
Australia,713,4713,Omicron (BA.1),180.04,50857,1942.78
Australia,727,3975,Omicron (BA.1),151.85,54832,2094.63
Australia,741,2807,Omicron (BA.1),107.23,57639,2201.86
Australia,755,3157,Omicron (BA.1),120.6,60796,2322.46
Australia,769,3037,Omicron (BA.1),116.02,63833,2438.48
Australia,783,4149,Omicron (BA.2),158.5,67982,2596.98
Australia,797,6307,Omicron (BA.2),240.93,74289,2837.91
Australia,811,5783,Omicron (BA.2),220.92,80072,3058.83
Australia,825,4972,Omicron (BA.2),189.93,85044,3248.76
Australia,839,4932,Omicron (BA.2),188.41,89976,3437.17
Australia,853,5326,Omicron (BA.2),203.46,95302,3640.63
Australia,867,5405,Omicron (BA.2),206.48,100707,3847.11
Australia,881,4255,Omicron (BA.2),162.54,104962,4009.65
Australia,895,4673,Omicron (BA.5),178.51,109635,4188.16
Australia,909,4539,Omicron (BA.5),173.39,114174,4361.55
Australia,923,3851,Omicron (BA.5),147.11,118025,4508.66
Australia,937,4010,Omicron (BA.5),153.19,122035,4661.85
Australia,951,4309,Omicron (BA.5),164.61,126344,4826.46
Australia,965,3270,Omicron (BA.5),124.92,129614,4951.38
Australia,979,3435,Omicron (BA.5),131.22,133049,5082.6
Australia,993,3448,Omicron (BA.5),131.72,136497,5214.32
Australia,1007,4165,Omicron (BA.5),159.11,140662,5373.43
Australia,1021,5264,Omicron (BA.5),201.09,145926,5574.52
Australia,1035,5322,Others,203.31,151248,5777.83
Australia,1049,4297,Others,164.15,155545,5941.98
Australia,1063,4049,Others,154.68,159594,6096.66
Australia,1077,2485,Others,94.93,162079,6191.59
Australia,1091,2769,Others,105.78,164848,6297.37
Australia,1105,1889,Others,72.16,166737,6369.53
Australia,1119,1832,Others,69.98,168569,6439.51
Australia,1133,1944,Others,74.26,170513,6513.77
Australia,1147,1862,Others,71.13,172375,6584.9
Australia,1161,2188,Others,83.58,174563,6668.48
Australia,1175,2373,Omicron (XBB.1.5),90.65,176936,6759.13
Australia,1189,2573,Omicron (XBB.1.5),98.29,179509,6857.42
Australia,1203,2764,Omicron (XBB.1.9),105.59,182273,6963.01
Australia,1217,2632,Others,100.54,184905,7063.55
Australia,1231,2771,Others,105.85,187676,7169.4
Australia,1245,1590,Others,60.74,189266,7230.14
Australia,1259,1145,Others,43.74,190411,7273.88
Australia,1273,730,Others,27.89,191141,7301.77
Australia,1287,562,Others,21.47,191703,7323.24
Australia,1301,521,Others,19.9,192224,7343.14
Australia,1315,561,Others,21.43,192785,7364.57
Australia,1329,729,Omicron (EG.5.1),27.85,193514,7392.42
Australia,1343,795,Omicron (EG.5.1),30.37,194309,7422.79
Australia,1357,889,Omicron (EG.5.1),33.96,195198,7456.75
Australia,1371,1077,Omicron (EG.5.1),41.14,196275,7497.89
Australia,1385,1254,Omicron (HK.3),47.9,197529,7545.79
Australia,1399,1109,Omicron (HK.3),42.36,198638,7588.15
Australia,1413,1010,Omicron (HK.3),38.58,199648,7626.73
Australia,1427,857,Omicron (BA.2.86),32.74,200505,7659.47
Australia,1441,647,Omicron (BA.2.86),24.72,201152,7684.19
Australia,1455,545,Omicron (BA.2.86),20.82,201697,7705.01
Australia,1469,617,Omicron (BA.2.86),23.57,202314,7728.58
Australia,1483,601,Omicron (BA.2.86),22.96,202915,7751.54
Australia,1497,479,Omicron (BA.2.86),18.3,203394,7769.84
Australia,1511,663,Omicron (BA.2.86),25.33,204057,7795.17
Australia,1525,564,Omicron (BA.2.86),21.55,204621,7816.72
Australia,1539,506,Omicron (BA.2.86),19.33,205127,7836.05
Australia,1553,611,Omicron (BA.2.86),23.34,205738,7859.39
Australia,1567,672,Omicron (BA.2.86),25.67,206410,7885.06
Australia,1581,786,Omicron (BA.2.86),30.03,207196,7915.09
Australia,1595,660,Omicron (BA.2.86),25.21,207856,7940.3
Australia,1609,652,Omicron (BA.2.86),24.91,208508,7965.21
Australia,1623,282,Omicron (BA.2.86),10.77,208790,7975.98
Austria,111,36,Others,4.03,36,4.03
Austria,125,42,Others,4.7,78,8.73
Austria,139,3,,0.34,81,9.07
Austria,153,7,,0.78,88,9.85
Austria,167,2,,0.22,90,10.07
Austria,181,14,,1.57,104,11.64
Austria,195,11,,1.23,115,12.87
Austria,209,22,,2.46,137,15.33
Austria,223,42,Others,4.7,179,20.03
Austria,237,37,Others,4.14,216,24.17
Austria,251,32,Others,3.58,248,27.75
Austria,265,29,,3.24,277,30.99
Austria,279,73,Others,8.17,350,39.16
Austria,293,180,Others,20.14,530,59.3
Austria,307,176,Others,19.69,706,78.99
Austria,321,125,Others,13.98,831,92.97
Austria,335,48,Others,5.37,879,98.34
Austria,349,324,Others,36.24,1203,134.58
Austria,363,329,Others,36.8,1532,171.38
Austria,377,312,Others,34.9,1844,206.28
Austria,391,359,Alpha,40.16,2203,246.44
Austria,405,355,Alpha,39.71,2558,286.15
Austria,419,554,Alpha,61.97,3112,348.12
Austria,433,394,Alpha,44.07,3506,392.19
Austria,447,232,Alpha,25.95,3738,418.14
Austria,461,227,Alpha,25.39,3965,443.53
Austria,475,249,Alpha,27.85,4214,471.38
Austria,489,600,Alpha,67.12,4814,538.5
Austria,503,220,Alpha,24.61,5034,563.11
Austria,517,751,Delta,84.01,5785,647.12
Austria,531,400,Delta,44.74,6185,691.86
Austria,545,680,Delta,76.07,6865,767.93
Austria,559,651,Delta,72.82,7516,840.75
Austria,573,501,Delta,56.04,8017,896.79
Austria,587,606,Delta,67.79,8623,964.58
Austria,601,320,Delta,35.8,8943,1000.38
Austria,615,351,Delta,39.26,9294,1039.64
Austria,629,313,Delta,35.01,9607,1074.65
Austria,643,440,Delta,49.22,10047,1123.87
Austria,657,439,Delta,49.11,10486,1172.98
Austria,671,415,Delta,46.42,10901,1219.4
Austria,685,268,Delta,29.98,11169,1249.38
Austria,699,247,Delta,27.63,11416,1277.01
Austria,713,765,Omicron (BA.1),85.57,12181,1362.58
Austria,727,567,Omicron (BA.1),63.43,12748,1426.01
Austria,741,860,Omicron (BA.1),96.2,13608,1522.21
Austria,755,1686,Omicron (BA.2),188.6,15294,1710.81
Austria,769,1129,Omicron (BA.1),126.29,16423,1837.1
Austria,783,1125,Omicron (BA.2),125.84,17548,1962.94
Austria,797,1594,Omicron (BA.2),178.31,19142,2141.25
Austria,811,994,Omicron (BA.2),111.19,20136,2252.44
Austria,825,897,Omicron (BA.2),100.34,21033,2352.78
Austria,839,883,Omicron (BA.2),98.77,21916,2451.55
Austria,853,1217,Omicron (BA.2),136.14,23133,2587.69
Austria,867,2110,Omicron (BA.2),236.03,25243,2823.72
Austria,881,2070,Omicron (BA.5),231.55,27313,3055.27
Austria,895,1811,Omicron (BA.5),202.58,29124,3257.85
Austria,909,1265,Omicron (BA.5),141.5,30389,3399.35
Austria,923,1640,Omicron (BA.5),183.45,32029,3582.8
Austria,937,1286,Omicron (BA.5),143.85,33315,3726.65
Austria,951,1942,Omicron (BA.5),217.24,35257,3943.89
Austria,965,1328,Omicron (BA.5),148.55,36585,4092.44
Austria,979,1941,Omicron (BA.5),217.12,38526,4309.56
Austria,993,2348,Omicron (BA.5),262.65,40874,4572.21
Austria,1007,1236,Omicron (BA.5),138.26,42110,4710.47
Austria,1021,1804,Omicron (BA.5),201.8,43914,4912.27
Austria,1035,1726,Omicron (BA.5),193.07,45640,5105.34
Austria,1049,2037,Omicron (BA.5),227.86,47677,5333.2
Austria,1063,1730,Omicron (BQ.1),193.52,49407,5526.72
Austria,1077,2142,Omicron (BQ.1),239.61,51549,5766.33
Austria,1091,1537,Omicron (BQ.1),171.93,53086,5938.26
Austria,1105,2012,Omicron (BQ.1),225.07,55098,6163.33
Austria,1119,2009,Omicron (XBB.1.5),224.73,57107,6388.06
Austria,1133,2035,Omicron (XBB.1.5),227.64,59142,6615.7
Austria,1147,2018,Omicron (XBB.1.5),225.74,61160,6841.44
Austria,1161,1507,Omicron (XBB.1.5),168.58,62667,7010.02
Austria,1175,2065,Omicron (XBB.1.5),230.99,64732,7241.01
Austria,1189,1545,Omicron (XBB.1.5),172.83,66277,7413.84
Austria,1203,840,Omicron (XBB.1.5),93.96,67117,7507.8
Austria,1217,339,Omicron (XBB.1.5),37.92,67456,7545.72
Austria,1231,683,Omicron (XBB.1.5),76.4,68139,7622.12
Austria,1245,567,Omicron (XBB.1.5),63.43,68706,7685.55
Austria,1259,418,Omicron (XBB.1.5),46.76,69124,7732.31
Austria,1273,9,,1.01,69133,7733.32
Austria,1287,11,,1.23,69144,7734.55
Austria,1301,32,Omicron (EG.5.1),3.58,69176,7738.13
Austria,1315,92,Omicron (EG.5.1),10.29,69268,7748.42
Austria,1329,130,Omicron (EG.5.1),14.54,69398,7762.96
Austria,1343,151,Omicron (EG.5.1),16.89,69549,7779.85
Austria,1357,199,Omicron (EG.5.1),22.26,69748,7802.11
Austria,1371,266,Omicron (EG.5.1),29.76,70014,7831.87
Austria,1385,313,Omicron (EG.5.1),35.01,70327,7866.88
Austria,1399,370,Omicron (EG.5.1),41.39,70697,7908.27
