date,indicator,value,entity
2020-10-02,Weekly new hospital admissions,3048.0,United Kingdom
2020-10-03,Weekly new hospital admissions,3232.0,United Kingdom
2020-10-04,Weekly new hospital admissions,3525.0,United Kingdom
2020-10-05,Weekly new hospital admissions,3713.0,United Kingdom
2020-10-06,Weekly new hospital admissions,4002.0,United Kingdom
2020-10-07,Weekly new hospital admissions,4242.0,United Kingdom
2020-10-08,Weekly new hospital admissions,4427.0,United Kingdom
2020-10-09,Weekly new hospital admissions,4604.0,United Kingdom
2020-10-10,Weekly new hospital admissions,4784.0,United Kingdom
2020-10-11,Weekly new hospital admissions,4976.0,United Kingdom
2020-10-12,Weekly new hospital admissions,5233.0,United Kingdom
2020-10-13,Weekly new hospital admissions,5520.0,United Kingdom
2020-10-14,Weekly new hospital admissions,5805.0,United Kingdom
2020-10-15,Weekly new hospital admissions,6135.0,United Kingdom
2020-10-16,Weekly new hospital admissions,6336.0,United Kingdom
2020-10-17,Weekly new hospital admissions,6642.0,United Kingdom
2020-10-18,Weekly new hospital admissions,6902.0,United Kingdom
2020-10-19,Weekly new hospital admissions,7112.0,United Kingdom
2020-10-20,Weekly new hospital admissions,7285.0,United Kingdom
2020-10-21,Weekly new hospital admissions,7562.0,United Kingdom
2020-10-22,Weekly new hospital admissions,7793.0,United Kingdom
2020-10-23,Weekly new hospital admissions,8168.0,United Kingdom
2020-10-24,Weekly new hospital admissions,8403.0,United Kingdom
2020-10-25,Weekly new hospital admissions,8735.0,United Kingdom
2020-10-26,Weekly new hospital admissions,9178.0,United Kingdom
2020-10-27,Weekly new hospital admissions,9470.0,United Kingdom
2020-10-28,Weekly new hospital admissions,9708.0,United Kingdom
2020-10-29,Weekly new hospital admissions,10006.0,United Kingdom
2020-10-30,Weekly new hospital admissions,10090.0,United Kingdom
2020-10-31,Weekly new hospital admissions,10284.0,United Kingdom
2020-11-01,Weekly new hospital admissions,10360.0,United Kingdom
2020-11-02,Weekly new hospital admissions,10383.0,United Kingdom
2020-11-03,Weekly new hospital admissions,10412.0,United Kingdom
2020-11-04,Weekly new hospital admissions,10587.0,United Kingdom
2020-11-05,Weekly new hospital admissions,10585.0,United Kingdom
2020-11-06,Weekly new hospital admissions,10608.0,United Kingdom
2020-11-07,Weekly new hospital admissions,10700.0,United Kingdom
2020-11-08,Weekly new hospital admissions,10883.0,United Kingdom
2020-11-09,Weekly new hospital admissions,11078.0,United Kingdom
2020-11-10,Weekly new hospital admissions,11416.0,United Kingdom
2020-11-11,Weekly new hospital admissions,11711.0,United Kingdom
2020-11-12,Weekly new hospital admissions,12046.0,United Kingdom
2020-11-13,Weekly new hospital admissions,12291.0,United Kingdom
2020-11-14,Weekly new hospital admissions,12358.0,United Kingdom
2020-11-15,Weekly new hospital admissions,12342.0,United Kingdom
2020-11-16,Weekly new hospital admissions,12345.0,United Kingdom
2020-11-17,Weekly new hospital admissions,12203.0,United Kingdom
2020-11-18,Weekly new hospital admissions,12018.0,United Kingdom
2020-11-19,Weekly new hospital admissions,11788.0,United Kingdom
2020-11-20,Weekly new hospital admissions,11680.0,United Kingdom
2020-11-21,Weekly new hospital admissions,11521.0,United Kingdom
2020-11-22,Weekly new hospital admissions,11343.0,United Kingdom
2020-11-23,Weekly new hospital admissions,11166.0,United Kingdom
2020-11-24,Weekly new hospital admissions,10937.0,United Kingdom
2020-11-25,Weekly new hospital admissions,10756.0,United Kingdom
2020-11-26,Weekly new hospital admissions,10496.0,United Kingdom
2020-11-27,Weekly new hospital admissions,10222.0,United Kingdom
2020-11-28,Weekly new hospital admissions,9980.0,United Kingdom
2020-11-29,Weekly new hospital admissions,9877.0,United Kingdom
2020-11-30,Weekly new hospital admissions,9684.0,United Kingdom
2020-12-01,Weekly new hospital admissions,9683.0,United Kingdom
2020-12-02,Weekly new hospital admissions,9557.0,United Kingdom
2020-12-03,Weekly new hospital admissions,9631.0,United Kingdom
2020-12-04,Weekly new hospital admissions,9790.0,United Kingdom
2020-12-05,Weekly new hospital admissions,9952.0,United Kingdom
2020-12-06,Weekly new hospital admissions,10039.0,United Kingdom
2020-12-07,Weekly new hospital admissions,10302.0,United Kingdom
2020-12-08,Weekly new hospital admissions,10590.0,United Kingdom
2020-12-09,Weekly new hospital admissions,10863.0,United Kingdom
2020-12-10,Weekly new hospital admissions,11118.0,United Kingdom
2020-12-11,Weekly new hospital admissions,11386.0,United Kingdom
2020-12-12,Weekly new hospital admissions,11798.0,United Kingdom
2020-12-13,Weekly new hospital admissions,12081.0,United Kingdom
2020-12-14,Weekly new hospital admissions,12369.0,United Kingdom
2020-12-15,Weekly new hospital admissions,12535.0,United Kingdom
2020-12-16,Weekly new hospital admissions,12860.0,United Kingdom
2020-12-17,Weekly new hospital admissions,13242.0,United Kingdom
2020-12-18,Weekly new hospital admissions,13466.0,United Kingdom
2020-12-19,Weekly new hospital admissions,13720.0,United Kingdom
2020-12-20,Weekly new hospital admissions,14126.0,United Kingdom
2020-12-21,Weekly new hospital admissions,14535.0,United Kingdom
2020-12-22,Weekly new hospital admissions,15067.0,United Kingdom
2020-12-23,Weekly new hospital admissions,15258.0,United Kingdom
2020-12-24,Weekly new hospital admissions,15200.0,United Kingdom
2020-12-25,Weekly new hospital admissions,15459.0,United Kingdom
2020-12-26,Weekly new hospital admissions,15934.0,United Kingdom
2020-12-27,Weekly new hospital admissions,16617.0,United Kingdom
2020-12-28,Weekly new hospital admissions,17390.0,United Kingdom
2020-12-29,Weekly new hospital admissions,18159.0,United Kingdom
2020-12-30,Weekly new hospital admissions,19159.0,United Kingdom
2020-12-31,Weekly new hospital admissions,19983.0,United Kingdom
2021-01-01,Weekly new hospital admissions,21148.0,United Kingdom
2021-01-02,Weekly new hospital admissions,22059.0,United Kingdom
2021-01-03,Weekly new hospital admissions,22848.0,United Kingdom
2021-01-04,Weekly new hospital admissions,23643.0,United Kingdom
2021-01-05,Weekly new hospital admissions,24515.0,United Kingdom
2021-01-06,Weekly new hospital admissions,25636.0,United Kingdom
2021-01-07,Weekly new hospital admissions,27017.0,United Kingdom
2021-01-08,Weekly new hospital admissions,27658.0,United Kingdom
2021-01-09,Weekly new hospital admissions,28340.0,United Kingdom
2021-01-10,Weekly new hospital admissions,28622.0,United Kingdom
2021-01-11,Weekly new hospital admissions,28993.0,United Kingdom
2021-01-12,Weekly new hospital admissions,29443.0,United Kingdom
2021-01-13,Weekly new hospital admissions,29274.0,United Kingdom
2021-01-14,Weekly new hospital admissions,29058.0,United Kingdom
2021-01-15,Weekly new hospital admissions,28736.0,United Kingdom
2021-01-16,Weekly new hospital admissions,28540.0,United Kingdom
2021-01-17,Weekly new hospital admissions,28360.0,United Kingdom
2021-01-18,Weekly new hospital admissions,28117.0,United Kingdom
2021-01-19,Weekly new hospital admissions,27706.0,United Kingdom
2021-01-20,Weekly new hospital admissions,27524.0,United Kingdom
2021-01-21,Weekly new hospital admissions,27068.0,United Kingdom
2021-01-22,Weekly new hospital admissions,26778.0,United Kingdom
2021-01-23,Weekly new hospital admissions,25971.0,United Kingdom
2021-01-24,Weekly new hospital admissions,25335.0,United Kingdom
2021-01-25,Weekly new hospital admissions,24201.0,United Kingdom
2021-01-26,Weekly new hospital admissions,23188.0,United Kingdom
2021-01-27,Weekly new hospital admissions,22211.0,United Kingdom
2021-01-28,Weekly new hospital admissions,21636.0,United Kingdom
2021-01-29,Weekly new hospital admissions,20949.0,United Kingdom
2021-01-30,Weekly new hospital admissions,20298.0,United Kingdom
2021-01-31,Weekly new hospital admissions,19597.0,United Kingdom
2021-02-01,Weekly new hospital admissions,19277.0,United Kingdom
2021-02-02,Weekly new hospital admissions,18621.0,United Kingdom
2021-02-03,Weekly new hospital admissions,17917.0,United Kingdom
2021-02-04,Weekly new hospital admissions,17025.0,United Kingdom
2021-02-05,Weekly new hospital admissions,16338.0,United Kingdom
2021-02-06,Weekly new hospital admissions,15773.0,United Kingdom
2021-02-07,Weekly new hospital admissions,15228.0,United Kingdom
2021-02-08,Weekly new hospital admissions,14551.0,United Kingdom
2021-02-09,Weekly new hospital admissions,13810.0,United Kingdom
2021-02-10,Weekly new hospital admissions,13186.0,United Kingdom
2021-02-11,Weekly new hospital admissions,12722.0,United Kingdom
2021-02-12,Weekly new hospital admissions,12242.0,United Kingdom
2021-02-13,Weekly new hospital admissions,11786.0,United Kingdom
2021-02-14,Weekly new hospital admissions,11473.0,United Kingdom
2021-02-15,Weekly new hospital admissions,11059.0,United Kingdom
2021-02-16,Weekly new hospital admissions,10819.0,United Kingdom
2021-02-17,Weekly new hospital admissions,10504.0,United Kingdom
2021-02-18,Weekly new hospital admissions,10169.0,United Kingdom
2021-02-19,Weekly new hospital admissions,9937.0,United Kingdom
2021-02-20,Weekly new hospital admissions,9596.0,United Kingdom
2021-02-21,Weekly new hospital admissions,9218.0,United Kingdom
2021-02-22,Weekly new hospital admissions,8838.0,United Kingdom
2021-02-23,Weekly new hospital admissions,8465.0,United Kingdom
2021-02-24,Weekly new hospital admissions,8077.0,United Kingdom
2021-02-25,Weekly new hospital admissions,7714.0,United Kingdom
2021-02-26,Weekly new hospital admissions,7297.0,United Kingdom
2021-02-27,Weekly new hospital admissions,6952.0,United Kingdom
2021-02-28,Weekly new hospital admissions,6573.0,United Kingdom
2021-03-01,Weekly new hospital admissions,6269.0,United Kingdom
2021-03-02,Weekly new hospital admissions,5988.0,United Kingdom
2021-03-03,Weekly new hospital admissions,5685.0,United Kingdom
2021-03-04,Weekly new hospital admissions,5421.0,United Kingdom
2021-03-05,Weekly new hospital admissions,5159.0,United Kingdom
2021-03-06,Weekly new hospital admissions,5055.0,United Kingdom
2021-03-07,Weekly new hospital admissions,4813.0,United Kingdom
2021-03-08,Weekly new hospital admissions,4568.0,United Kingdom
2021-03-09,Weekly new hospital admissions,4307.0,United Kingdom
2021-03-10,Weekly new hospital admissions,4162.0,United Kingdom
2021-03-11,Weekly new hospital admissions,4003.0,United Kingdom
2021-03-12,Weekly new hospital admissions,3882.0,United Kingdom
2021-03-13,Weekly new hospital admissions,3708.0,United Kingdom
2021-03-14,Weekly new hospital admissions,3605.0,United Kingdom
2021-03-15,Weekly new hospital admissions,3541.0,United Kingdom
2021-03-16,Weekly new hospital admissions,3405.0,United Kingdom
2021-03-17,Weekly new hospital admissions,3276.0,United Kingdom
2021-03-18,Weekly new hospital admissions,3180.0,United Kingdom
2021-03-19,Weekly new hospital admissions,3078.0,United Kingdom
2021-03-20,Weekly new hospital admissions,2979.0,United Kingdom
2021-03-21,Weekly new hospital admissions,2911.0,United Kingdom
2021-03-22,Weekly new hospital admissions,2772.0,United Kingdom
2021-03-23,Weekly new hospital admissions,2702.0,United Kingdom
2021-03-24,Weekly new hospital admissions,2610.0,United Kingdom
2021-03-25,Weekly new hospital admissions,2504.0,United Kingdom
2021-03-26,Weekly new hospital admissions,2425.0,United Kingdom
2021-03-27,Weekly new hospital admissions,2336.0,United Kingdom
2021-03-28,Weekly new hospital admissions,2246.0,United Kingdom
2021-03-29,Weekly new hospital admissions,2133.0,United Kingdom
2021-03-30,Weekly new hospital admissions,2023.0,United Kingdom
2021-03-31,Weekly new hospital admissions,1943.0,United Kingdom
2021-04-01,Weekly new hospital admissions,1833.0,United Kingdom
2021-04-02,Weekly new hospital admissions,1776.0,United Kingdom
2021-04-03,Weekly new hospital admissions,1727.0,United Kingdom
2021-04-04,Weekly new hospital admissions,1652.0,United Kingdom
2021-04-05,Weekly new hospital admissions,1640.0,United Kingdom
2021-04-06,Weekly new hospital admissions,1606.0,United Kingdom
2021-04-07,Weekly new hospital admissions,1574.0,United Kingdom
2021-04-08,Weekly new hospital admissions,1548.0,United Kingdom
2021-04-09,Weekly new hospital admissions,1520.0,United Kingdom
2021-04-10,Weekly new hospital admissions,1483.0,United Kingdom
2021-04-11,Weekly new hospital admissions,1494.0,United Kingdom
2021-04-12,Weekly new hospital admissions,1460.0,United Kingdom
2021-04-13,Weekly new hospital admissions,1418.0,United Kingdom
2021-04-14,Weekly new hospital admissions,1378.0,United Kingdom
2021-04-15,Weekly new hospital admissions,1334.0,United Kingdom
2021-04-16,Weekly new hospital admissions,1286.0,United Kingdom
2021-04-17,Weekly new hospital admissions,1259.0,United Kingdom
2021-04-18,Weekly new hospital admissions,1192.0,United Kingdom
2021-04-19,Weekly new hospital admissions,1164.0,United Kingdom
2021-04-20,Weekly new hospital admissions,1116.0,United Kingdom
2021-04-21,Weekly new hospital admissions,1092.0,United Kingdom
2021-04-22,Weekly new hospital admissions,1053.0,United Kingdom
2021-04-23,Weekly new hospital admissions,1047.0,United Kingdom
2021-04-24,Weekly new hospital admissions,1019.0,United Kingdom
2021-04-25,Weekly new hospital admissions,1017.0,United Kingdom
2021-04-26,Weekly new hospital admissions,976.0,United Kingdom
2021-04-27,Weekly new hospital admissions,1007.0,United Kingdom
2021-04-28,Weekly new hospital admissions,950.0,United Kingdom
2021-04-29,Weekly new hospital admissions,931.0,United Kingdom
2021-04-30,Weekly new hospital admissions,892.0,United Kingdom
2021-05-01,Weekly new hospital admissions,861.0,United Kingdom
2021-05-02,Weekly new hospital admissions,845.0,United Kingdom
2021-05-03,Weekly new hospital admissions,833.0,United Kingdom
2021-05-04,Weekly new hospital admissions,772.0,United Kingdom
2021-05-05,Weekly new hospital admissions,777.0,United Kingdom
2021-05-06,Weekly new hospital admissions,797.0,United Kingdom
2021-05-07,Weekly new hospital admissions,786.0,United Kingdom
2021-05-08,Weekly new hospital admissions,796.0,United Kingdom
2021-05-09,Weekly new hospital admissions,775.0,United Kingdom
2021-05-10,Weekly new hospital admissions,760.0,United Kingdom
2021-05-11,Weekly new hospital admissions,766.0,United Kingdom
2021-05-12,Weekly new hospital admissions,768.0,United Kingdom
2021-05-13,Weekly new hospital admissions,750.0,United Kingdom
2021-05-14,Weekly new hospital admissions,745.0,United Kingdom
2021-05-15,Weekly new hospital admissions,726.0,United Kingdom
2021-05-16,Weekly new hospital admissions,706.0,United Kingdom
2021-05-17,Weekly new hospital admissions,702.0,United Kingdom
2021-05-18,Weekly new hospital admissions,721.0,United Kingdom
2021-05-19,Weekly new hospital admissions,728.0,United Kingdom
2021-05-20,Weekly new hospital admissions,756.0,United Kingdom
2021-05-21,Weekly new hospital admissions,782.0,United Kingdom
2021-05-22,Weekly new hospital admissions,811.0,United Kingdom
2021-05-23,Weekly new hospital admissions,847.0,United Kingdom
2021-05-24,Weekly new hospital admissions,885.0,United Kingdom
2021-05-25,Weekly new hospital admissions,893.0,United Kingdom
2021-05-26,Weekly new hospital admissions,898.0,United Kingdom
2021-05-27,Weekly new hospital admissions,894.0,United Kingdom
2021-05-28,Weekly new hospital admissions,909.0,United Kingdom
2021-05-29,Weekly new hospital admissions,893.0,United Kingdom
2021-05-30,Weekly new hospital admissions,889.0,United Kingdom
2021-05-31,Weekly new hospital admissions,872.0,United Kingdom
2021-06-01,Weekly new hospital admissions,893.0,United Kingdom
2021-06-02,Weekly new hospital admissions,893.0,United Kingdom
2021-06-03,Weekly new hospital admissions,894.0,United Kingdom
2021-06-04,Weekly new hospital admissions,882.0,United Kingdom
2021-06-05,Weekly new hospital admissions,906.0,United Kingdom
2021-06-06,Weekly new hospital admissions,951.0,United Kingdom
2021-06-07,Weekly new hospital admissions,1002.0,United Kingdom
2021-06-08,Weekly new hospital admissions,1035.0,United Kingdom
2021-06-09,Weekly new hospital admissions,1094.0,United Kingdom
2021-06-10,Weekly new hospital admissions,1166.0,United Kingdom
2021-06-11,Weekly new hospital admissions,1220.0,United Kingdom
2021-06-12,Weekly new hospital admissions,1272.0,United Kingdom
2021-06-13,Weekly new hospital admissions,1338.0,United Kingdom
2021-06-14,Weekly new hospital admissions,1390.0,United Kingdom
2021-06-15,Weekly new hospital admissions,1430.0,United Kingdom
2021-06-16,Weekly new hospital admissions,1471.0,United Kingdom
2021-06-17,Weekly new hospital admissions,1514.0,United Kingdom
2021-06-18,Weekly new hospital admissions,1572.0,United Kingdom
2021-06-19,Weekly new hospital admissions,1605.0,United Kingdom
2021-06-20,Weekly new hospital admissions,1589.0,United Kingdom
2021-06-21,Weekly new hospital admissions,1594.0,United Kingdom
2021-06-22,Weekly new hospital admissions,1603.0,United Kingdom
2021-06-23,Weekly new hospital admissions,1644.0,United Kingdom
2021-06-24,Weekly new hospital admissions,1654.0,United Kingdom
2021-06-25,Weekly new hospital admissions,1671.0,United Kingdom
2021-06-26,Weekly new hospital admissions,1726.0,United Kingdom
2021-06-27,Weekly new hospital admissions,1782.0,United Kingdom
2021-06-28,Weekly new hospital admissions,1859.0,United Kingdom
2021-06-29,Weekly new hospital admissions,1985.0,United Kingdom
2021-06-30,Weekly new hospital admissions,2128.0,United Kingdom
2021-07-01,Weekly new hospital admissions,2245.0,United Kingdom
2021-07-02,Weekly new hospital admissions,2371.0,United Kingdom
2021-07-03,Weekly new hospital admissions,2498.0,United Kingdom
2021-07-04,Weekly new hospital admissions,2701.0,United Kingdom
2021-07-05,Weekly new hospital admissions,2908.0,United Kingdom
2021-07-06,Weekly new hospital admissions,3124.0,United Kingdom
2021-07-07,Weekly new hospital admissions,3274.0,United Kingdom
2021-07-08,Weekly new hospital admissions,3508.0,United Kingdom
2021-07-09,Weekly new hospital admissions,3683.0,United Kingdom
2021-07-10,Weekly new hospital admissions,3833.0,United Kingdom
2021-07-11,Weekly new hospital admissions,3957.0,United Kingdom
2021-07-12,Weekly new hospital admissions,4166.0,United Kingdom
2021-07-13,Weekly new hospital admissions,4329.0,United Kingdom
2021-07-14,Weekly new hospital admissions,4510.0,United Kingdom
2021-07-15,Weekly new hospital admissions,4672.0,United Kingdom
2021-07-16,Weekly new hospital admissions,4813.0,United Kingdom
2021-07-17,Weekly new hospital admissions,4971.0,United Kingdom
2021-07-18,Weekly new hospital admissions,5176.0,United Kingdom
2021-07-19,Weekly new hospital admissions,5326.0,United Kingdom
2021-07-20,Weekly new hospital admissions,5506.0,United Kingdom
2021-07-21,Weekly new hospital admissions,5684.0,United Kingdom
2021-07-22,Weekly new hospital admissions,5872.0,United Kingdom
2021-07-23,Weekly new hospital admissions,6020.0,United Kingdom
2021-07-24,Weekly new hospital admissions,6142.0,United Kingdom
2021-07-25,Weekly new hospital admissions,6284.0,United Kingdom
2021-07-26,Weekly new hospital admissions,6344.0,United Kingdom
2021-07-27,Weekly new hospital admissions,6336.0,United Kingdom
2021-07-28,Weekly new hospital admissions,6273.0,United Kingdom
2021-07-29,Weekly new hospital admissions,6160.0,United Kingdom
2021-07-30,Weekly new hospital admissions,6058.0,United Kingdom
2021-07-31,Weekly new hospital admissions,5905.0,United Kingdom
2021-08-01,Weekly new hospital admissions,5705.0,United Kingdom
2021-08-02,Weekly new hospital admissions,5554.0,United Kingdom
2021-08-03,Weekly new hospital admissions,5400.0,United Kingdom
2021-08-04,Weekly new hospital admissions,5369.0,United Kingdom
2021-08-05,Weekly new hospital admissions,5325.0,United Kingdom
2021-08-06,Weekly new hospital admissions,5341.0,United Kingdom
2021-08-07,Weekly new hospital admissions,5386.0,United Kingdom
2021-08-08,Weekly new hospital admissions,5383.0,United Kingdom
2021-08-09,Weekly new hospital admissions,5346.0,United Kingdom
2021-08-10,Weekly new hospital admissions,5460.0,United Kingdom
2021-08-11,Weekly new hospital admissions,5466.0,United Kingdom
2021-08-12,Weekly new hospital admissions,5522.0,United Kingdom
2021-08-13,Weekly new hospital admissions,5547.0,United Kingdom
2021-08-14,Weekly new hospital admissions,5609.0,United Kingdom
2021-08-15,Weekly new hospital admissions,5670.0,United Kingdom
2021-08-16,Weekly new hospital admissions,5782.0,United Kingdom
2021-08-17,Weekly new hospital admissions,5858.0,United Kingdom
2021-08-18,Weekly new hospital admissions,5927.0,United Kingdom
2021-08-19,Weekly new hospital admissions,6010.0,United Kingdom
2021-08-20,Weekly new hospital admissions,6085.0,United Kingdom
2021-08-21,Weekly new hospital admissions,6180.0,United Kingdom
2021-08-22,Weekly new hospital admissions,6214.0,United Kingdom
2021-08-23,Weekly new hospital admissions,6321.0,United Kingdom
2021-08-24,Weekly new hospital admissions,6354.0,United Kingdom
2021-08-25,Weekly new hospital admissions,6480.0,United Kingdom
2021-08-26,Weekly new hospital admissions,6488.0,United Kingdom
2021-08-27,Weekly new hospital admissions,6567.0,United Kingdom
2021-08-28,Weekly new hospital admissions,6551.0,United Kingdom
2021-08-29,Weekly new hospital admissions,6569.0,United Kingdom
2021-08-30,Weekly new hospital admissions,6590.0,United Kingdom
2021-08-31,Weekly new hospital admissions,6595.0,United Kingdom
2021-09-01,Weekly new hospital admissions,6629.0,United Kingdom
2021-09-02,Weekly new hospital admissions,6670.0,United Kingdom
2021-09-03,Weekly new hospital admissions,6652.0,United Kingdom
2021-09-04,Weekly new hospital admissions,6737.0,United Kingdom
2021-09-05,Weekly new hospital admissions,6762.0,United Kingdom
2021-09-06,Weekly new hospital admissions,6844.0,United Kingdom
2021-09-07,Weekly new hospital admissions,6938.0,United Kingdom
2021-09-08,Weekly new hospital admissions,7028.0,United Kingdom
2021-09-09,Weekly new hospital admissions,7075.0,United Kingdom
2021-09-10,Weekly new hospital admissions,7075.0,United Kingdom
2021-09-11,Weekly new hospital admissions,6978.0,United Kingdom
2021-09-12,Weekly new hospital admissions,6966.0,United Kingdom
2021-09-13,Weekly new hospital admissions,6827.0,United Kingdom
2021-09-14,Weekly new hospital admissions,6677.0,United Kingdom
2021-09-15,Weekly new hospital admissions,6459.0,United Kingdom
2021-09-16,Weekly new hospital admissions,6308.0,United Kingdom
2021-09-17,Weekly new hospital admissions,6131.0,United Kingdom
2021-09-18,Weekly new hospital admissions,6029.0,United Kingdom
2021-09-19,Weekly new hospital admissions,5891.0,United Kingdom
2021-09-20,Weekly new hospital admissions,5769.0,United Kingdom
2021-09-21,Weekly new hospital admissions,5627.0,United Kingdom
2021-09-22,Weekly new hospital admissions,5430.0,United Kingdom
2021-09-23,Weekly new hospital admissions,5319.0,United Kingdom
2021-09-24,Weekly new hospital admissions,5291.0,United Kingdom
2021-09-25,Weekly new hospital admissions,5214.0,United Kingdom
2021-09-26,Weekly new hospital admissions,5155.0,United Kingdom
2021-09-27,Weekly new hospital admissions,5121.0,United Kingdom
2021-09-28,Weekly new hospital admissions,5107.0,United Kingdom
2021-09-29,Weekly new hospital admissions,5165.0,United Kingdom
2021-09-30,Weekly new hospital admissions,5081.0,United Kingdom
2021-10-01,Weekly new hospital admissions,5055.0,United Kingdom
2021-10-02,Weekly new hospital admissions,5081.0,United Kingdom
2021-10-03,Weekly new hospital admissions,5130.0,United Kingdom
2021-10-04,Weekly new hospital admissions,5163.0,United Kingdom
2021-10-05,Weekly new hospital admissions,5216.0,United Kingdom
2021-10-06,Weekly new hospital admissions,5190.0,United Kingdom
2021-10-07,Weekly new hospital admissions,5324.0,United Kingdom
2021-10-08,Weekly new hospital admissions,5426.0,United Kingdom
2021-10-09,Weekly new hospital admissions,5491.0,United Kingdom
2021-10-10,Weekly new hospital admissions,5506.0,United Kingdom
2021-10-11,Weekly new hospital admissions,5534.0,United Kingdom
2021-10-12,Weekly new hospital admissions,5633.0,United Kingdom
2021-10-13,Weekly new hospital admissions,5770.0,United Kingdom
2021-10-14,Weekly new hospital admissions,5847.0,United Kingdom
2021-10-15,Weekly new hospital admissions,6002.0,United Kingdom
2021-10-16,Weekly new hospital admissions,6125.0,United Kingdom
2021-10-17,Weekly new hospital admissions,6360.0,United Kingdom
2021-10-18,Weekly new hospital admissions,6599.0,United Kingdom
2021-10-19,Weekly new hospital admissions,6768.0,United Kingdom
2021-10-20,Weekly new hospital admissions,6951.0,United Kingdom
2021-10-21,Weekly new hospital admissions,7025.0,United Kingdom
2021-10-22,Weekly new hospital admissions,7018.0,United Kingdom
2021-10-23,Weekly new hospital admissions,7042.0,United Kingdom
2021-10-24,Weekly new hospital admissions,7036.0,United Kingdom
2021-10-25,Weekly new hospital admissions,7016.0,United Kingdom
2021-10-26,Weekly new hospital admissions,7021.0,United Kingdom
2021-10-27,Weekly new hospital admissions,7084.0,United Kingdom
2021-10-28,Weekly new hospital admissions,7183.0,United Kingdom
2021-10-29,Weekly new hospital admissions,7256.0,United Kingdom
2021-10-30,Weekly new hospital admissions,7237.0,United Kingdom
2021-10-31,Weekly new hospital admissions,7287.0,United Kingdom
2021-11-01,Weekly new hospital admissions,7315.0,United Kingdom
2021-11-02,Weekly new hospital admissions,7284.0,United Kingdom
2021-11-03,Weekly new hospital admissions,7097.0,United Kingdom
2021-11-04,Weekly new hospital admissions,6897.0,United Kingdom
2021-11-05,Weekly new hospital admissions,6727.0,United Kingdom
2021-11-06,Weekly new hospital admissions,6663.0,United Kingdom
2021-11-07,Weekly new hospital admissions,6542.0,United Kingdom
2021-11-08,Weekly new hospital admissions,6461.0,United Kingdom
2021-11-09,Weekly new hospital admissions,6363.0,United Kingdom
2021-11-10,Weekly new hospital admissions,6372.0,United Kingdom
2021-11-11,Weekly new hospital admissions,6455.0,United Kingdom
2021-11-12,Weekly new hospital admissions,6490.0,United Kingdom
2021-11-13,Weekly new hospital admissions,6440.0,United Kingdom
2021-11-14,Weekly new hospital admissions,6359.0,United Kingdom
2021-11-15,Weekly new hospital admissions,6192.0,United Kingdom
2021-11-16,Weekly new hospital admissions,6105.0,United Kingdom
2021-11-17,Weekly new hospital admissions,5980.0,United Kingdom
2021-11-18,Weekly new hospital admissions,5864.0,United Kingdom
2021-11-19,Weekly new hospital admissions,5760.0,United Kingdom
2021-11-20,Weekly new hospital admissions,5712.0,United Kingdom
2021-11-21,Weekly new hospital admissions,5662.0,United Kingdom
2021-11-22,Weekly new hospital admissions,5561.0,United Kingdom
2021-11-23,Weekly new hospital admissions,5449.0,United Kingdom
2021-11-24,Weekly new hospital admissions,5498.0,United Kingdom
2021-11-25,Weekly new hospital admissions,5437.0,United Kingdom
2021-11-26,Weekly new hospital admissions,5396.0,United Kingdom
2021-11-27,Weekly new hospital admissions,5386.0,United Kingdom
2021-11-28,Weekly new hospital admissions,5337.0,United Kingdom
2021-11-29,Weekly new hospital admissions,5403.0,United Kingdom
2021-11-30,Weekly new hospital admissions,5464.0,United Kingdom
2021-12-01,Weekly new hospital admissions,5381.0,United Kingdom
2021-12-02,Weekly new hospital admissions,5427.0,United Kingdom
2021-12-03,Weekly new hospital admissions,5427.0,United Kingdom
2021-12-04,Weekly new hospital admissions,5458.0,United Kingdom
2021-12-05,Weekly new hospital admissions,5590.0,United Kingdom
2021-12-06,Weekly new hospital admissions,5659.0,United Kingdom
2021-12-07,Weekly new hospital admissions,5761.0,United Kingdom
2021-12-08,Weekly new hospital admissions,5829.0,United Kingdom
2021-12-09,Weekly new hospital admissions,5953.0,United Kingdom
2021-12-10,Weekly new hospital admissions,6049.0,United Kingdom
2021-12-11,Weekly new hospital admissions,6093.0,United Kingdom
2021-12-12,Weekly new hospital admissions,6118.0,United Kingdom
2021-12-13,Weekly new hospital admissions,6166.0,United Kingdom
2021-12-14,Weekly new hospital admissions,6176.0,United Kingdom
2021-12-15,Weekly new hospital admissions,6228.0,United Kingdom
2021-12-16,Weekly new hospital admissions,6190.0,United Kingdom
2021-12-17,Weekly new hospital admissions,6226.0,United Kingdom
2021-12-18,Weekly new hospital admissions,6273.0,United Kingdom
2021-12-19,Weekly new hospital admissions,6423.0,United Kingdom
2021-12-20,Weekly new hospital admissions,6722.0,United Kingdom
2021-12-21,Weekly new hospital admissions,7019.0,United Kingdom
2021-12-22,Weekly new hospital admissions,7487.0,United Kingdom
2021-12-23,Weekly new hospital admissions,7980.0,United Kingdom
2021-12-24,Weekly new hospital admissions,8304.0,United Kingdom
2021-12-25,Weekly new hospital admissions,8881.0,United Kingdom
2021-12-26,Weekly new hospital admissions,9402.0,United Kingdom
2021-12-27,Weekly new hospital admissions,10141.0,United Kingdom
